classificacao|comentario
negativo|o cliente tem sempre razão mesmo quando tosse no pão sem máscara
negativo|sou só eu que tenho problema com pessoas que postam foto de máscara? aquele troço é horrível e da falta de ar, pq ficam postando foto?
negativo|Estou muito mal com esse corona vírus, vejo minha mãe chorar todo dia por causa dessa doença desgraçada, e hj a ex sogra dela morreu com essa doença
negativo|"Em resposta a @FbioValente9 @GersonMurta e @o_antagonista Não posso, peguei COVID-19 no dia 11 de março. A principio... Não pego mais. Fiquei em casa durante 11 dias e acredite, não senti nada. Sou atleta . kkkkk E lá vai uma escrota: Cloroquina, cloroquina... Cloroquina de Jesus... Não sei se tu me mama, ou eu como teu ""cuscuz"""
negativo|Em resposta a @lixeletto @CONST4NTIN3_exe e 3 outros Se vc acompanhasse de verdade essa tosse vem de um tempo já, desde antes dessa pandemia. Mas enfim, isso não interessa deixa quieto.
negativo|Em resposta a @kelmunhozf @DiasKalina e 2 outros Graças me tornei usuária dos seus serviços recentemente por indicação de um amigo e estou muito satisfeita mais iria desinstalar não suporto empresas que financiam o ódio o preconceito e é contra isolamento social nesse momento que já estamos com mais de 20 mortos pela Covid
negativo|Em resposta a @wtclayton021 ouvir dizer que tu tá com falta de ar e dor no corpo
negativo|Em resposta a @RenanRodrrigues Ele tava com febre.. acho q resfriou
negativo|como febre persistente por mais de 48 horas, falta de ar e mal estar intenso – deve procurar urgentemente uma unidade hospitalar do município, seja uma Unidade de Pronto Atendimento (UPA) ou um hospital – com exceção dos hospitais designados exclusivamente para internação
negativo|tomei 1l de açaí e não fiquei com dor de garganta nesse frio, superman????? Citar Tweet Ta&me @Tainoviskay · 16 h O bagulho é tomar açaí no frio e morrer de hipotermia
negativo|3 CURIOSIDADES MINHAS NO ENEM 1) fiz prova com duas amigas minhas na minha sala 2) não terminei a prova do primeiro dia a tempo 3) fui pro segundo dia com sinusite ou seja, febre, nariz escorrendo e dor de cabeça. foi péssimo (also, ADIA ENEM) Citar Tweet haje @gabi_haje · 19 h 3 CURIOSIDADES MINHAS NO ENEM: 1)eu usava minha meia especial de girafa da sorte p tdo ir bem 2)tinha lanchinho designado só p vestibulares: cereal crunch+pao de milho c ricota e cenoura 3)fui parar na policia pq n aceitaram minha id so pq eu era nova na ft(ela tava na validadade twitter.com/sowrongitsbea/…
negativo|Quando você pensa que as coisas não podem piorar na pandemia do corona vírus, aí do nada um tripa seca tira de você seu telefone, e para completar o desespero e dor de cabeça a sua operadora e a @TIMBrasil , que não ajuda em nada.
negativo|Em resposta a @fuampeira amigo? a falta de ar tá associada com outros sintomas ou tu acha que é só ansiedade?
negativo|ou tá muito frio ou eu to com febre
negativo|A verdade demora Mas chega sempre sem avisar E o grito contido no teu travesseiro Ecoa nos lares do mundo inteiro Não tira esse rímel Pois hoje eu quero vê-lo borrar
negativo|"relembrando o que @oatila falou sobre o ""passaporte covid"" ser cruel com o trabalhador, deixando ele como refém. ""Então, infelizmente só podemos deixar trabalhar quem pegar covid.  Se você não pegar covid vai ter que ficar em casa. Não estou sugerindo nada, mas...."" Citar Tweet barbara @miirandabarbara · 15 h não porque vamos sair melhor dessa"
negativo|Keila tá falando que estou com covid
negativo|eu nao se se privo minha conta, claro pode ser fake mas vai q mandam msm e eu não posso ver esses tipos de vídeos pq se não vou morrer com falta de ar real
negativo|Em resposta a @keyty__ Claro que dói, muitíssimo. Por isso tô falando pra você tirar na bombinha, pra tirar na bombinha cheio de pedra é pior ainda, o peito fica vermelho de bixo, você treme na febre, no de Alice passei por isso por que ela não conseguia pegar meu peito por que eu não tinha bico
negativo|essa dor nas costas ta igual a vez que eu bati na berada na cama da minha mãe a dor ta dando umas falta de ar vo esperar uns dias pq eu sei que vai passar
negativo|Em resposta a  @dangokojima Câncer: Sinais e sintomas que deve ficar atento Emagrecer sem fazer dieta ou praticar exercícios. ... Cansaço intenso fazendo pequenas tarefas. ... Dor que não passa. ... Febre que vai e volta, sem tomar remédio. ... Alterações nas fezes. ... Dor ao urinar ou urina escura. ...
negativo|Em resposta a  @privadao_a minha mãe ano passado ela estava com mtaaa dor de garganta aí ela foi no médico o médico falou q ela estava com pus no seu da boca aí o médico foi lá e estorou e passou a dor
negativo|Meu braço: encosta em algum lugar na rua   Minha cabeça: preciso passar álcool aqui será q já estou contaminada meu deus será q alguém contaminado já passou aqui vou me encolher pra n encostar em mais nd meu deus será q to sentindo falta de ar ja???
negativo|ontem eu fiquei inchada de um jeito q eu achei q meu útero fosse explodir nmrl e por cima tava quente pra crlh como se tivesse c febre só alí
negativo|o cachorro do vizinho tá com tosse
negativo|gente hoje tá MUITO quente né? o medo da febre é real
negativo|aí gente depois que eu literalmente quase morri afogada só de olhar isso já me dá uma falta de ar
negativo|Eu to ficando um viadinho mané, nego tosse sem colocar a mão na boca, espirra, quer falar perto, cutucando, ahhhh ô, meu Toc exalando firme agora
negativo|Bom dia, sonhei que testei positivo pro corona
negativo|e essa noite que sonhei que testei positivo pro corona vírus e a pessoa q fez o teste ficou me zoando
negativo|olha gente, papo sério. há alguns dias tive contato com duas pessoas que testaram positivo pro corona e assim q soube, me isolei em casa. Mesmo assim, apresentei sintomas leves e fiz o teste na rede particular. hj saiu o resultado e eu também testei positivo pra sdd dos aliado
negativo|mandei pro meu pai “fiz o exame e testei positivo pra saudade” e ele me ligou agora enlouquecido achando que eu tava com corona vírus HAUAHAUHAUA coitado assustei o velho
negativo|testei positivo p feiura. qm eh corona virus
negativo|Sonhei q testei positivo p corona credo sangue de jesus tem poder
negativo|#ForaMaia  Botafogo vai vim com o papo de, estou recebendo ameaça de morte ou testei positivo para corona- vírus do partido comunista chinês...
negativo|sonhei que testei positivo para o corona (?) Deus é mais viu
negativo|E eu q sonhei q testei positivo pro corona
negativo|"Eu postei hoje no status ""testei positivo pro chorona vírus"" e umas 5 pessoas vieram preocupadíssimas pq leram errado e entenderam que eu tava com corona ahsuahsuaha não amigos eu só tô triste lol"
negativo|testei positivo pro chorona virus
negativo|a menina que eu fiquei quarta passada tá me procurando pois tô sem celular desde sabado e então não tive como responder ela desde então mandei falarem pra ela que eu testei positivo pro corona virus na quinta kkkkkkkkkkkkkkkkkkkkkkkkk
negativo|sonhei que testei positivo pro corona e o remédio que me deram era um creme de passar no cotovelo &joelhos
negativo|Rapaz: tô triste, testei positivo pra Corona... Ou atestei?
negativo|Testei positivo pra dengue bem na época do corona, vtnc.
negativo|"Fui colar no grupo do trabalho um relato de uma pessoa com o corona e começa com ""Testei positivo para corona"". AS PROFESSORA TUDO QUERENDO ME MATAR DO SUSTO. A DEMISSÃO VEM."
negativo|monte aqui seu meme corona virus adolescente testei positivo 
negativo|Sonhei q testei positivo pro corona váires
negativo|Eu tô com o cu na mão por causa dessa porra de corona vírus, fiz os testes no fds e aparentemente não testei positivo mesmo estando em uma feira na semana passada. Mesmo assim estou isolado em Londrina, não conseguiria me perdoar se passasse isso a minha vó lá na chácara 
negativo|Fiz o teste pro covid antes de ontem deu negativo, chega essa noite eu sonho que testei positivo
negativo|meus deus sonhei que testei positivo pra covid e fiquei planejando como furar o isolamento pra ir pra brasília encontrar o borsalino e passar pra ele
negativo|"Como fazer as pessoas usarem a máscara corretamente em 3 segundos?! "" Eu testei positivo para covid-19 "". Funciona ou seu dinheiro de volta!!"
negativo|essa noite sonhei que tava com mta falta de ar e testei positivo pro covid foi horrível
negativo|Estou com todos os sintomas do covid-19, Fui no hospital e infelizmente testei positivo como sendo o cara mais lindo do mundo
negativo|Já sonhei que testei positivo pra covid-19 e tava numa floresta densa com o pessoal daqui de casa. Daí eu só virei e falei “vcs também pegaram”
negativo|Fantástico: 'aí eu comecei a sentir uma dor de cabeça muito forte, (...) e testei positivo para COVID-19' Eu:
negativo|Testei positivo para Covid-oTeuCu
negativo|Dia 1 de Abril “Testei positivo Covid-19”
negativo|URGENTE: fiz o exame e testei positivo para o COVID 19 C om você O meu mundo V ira do avesso, você é I ncrivelmente D ona do meu coração. 1love 9ou.
negativo|eu claramente não to bem e testei negativo p covid, o questão é: oq q eu to?? será q to ficando doida de vez??
negativo|Testei negativo para covid-19 nunca fiquei tão nervosa esperando um resultado.
negativo|fiz o teste pra covid e graças s Deus testei negativo
negativo|Testei negativo pra covid e eu não consigo decidir se fico feliz ou triste
negativo|Testei negativo para COVID-19
negativo|Testei negativo de IgM e IgG pra Covid-19, BEIJOSSSS
negativo|Testei negativo pro covid, não foi dessa vez que o bicho me pegou
negativo|Ontem, fui submetido ao teste de Covid-19 e, graças a Deus, testei NEGATIVO. Continuem se protegendo, usando máscara e cuidando de sua família.
negativo|fui bater na upa hoje atrás de teste de covid e felizmente testei negativo
negativo|testei negativo p corona, mas pras coroa-49 eu to on
negativo|testei negativo pra corona amem
negativo|Fiz o exame hoje e testei negativo, pra corona vírus. O médico perguntou se eu era atleta, e eu disse que sim. De tanto que eu corro atrás, da pessoa que não me quer.
negativo|"Bolsonaro: ""Testei negativo pra corona vírus"" Mídia: ""Dilvilga o exame"" Bolsonaro: pra que"
negativo|"Já peguei corona"" 1) e quando foi que teu teste deu positivo pra anticorpos? ou tu paraste de ter sintoma e se autodenominou curado? 2) sim, IMBECIL, mas tu ainda podes entrar em contato com o vírus e levar pra outras pessoas, irresponsável do caralho"
negativo|Em resposta a  @pauloteixeira13  @zehdeabreu  e  @jdoriajr A população precisa ter consciência que o caso da Covid não é uma dor de garganta qualquer, muitas empresas precisam serem processadas, obrigando a volta ao trabalho numa crescente de contágio. Cobrem isso também, não voltei no Dória.
negativo|Ah mas eu adorava ir pra social num frio do crl, sem casaco e ter a coragem de reclamar que tava com frio e no outro dia ir na upa reclamar de dor de garganta Citar Tweet Lucas Tenroler @LucasTenroler  · 14 min Na real q se tivesse festa nesse frio eu nem ia ter vontade de sair, pq bah tá louco não tem como sair com todo esse frio
negativo|Essa febre de expor o cartão de pai que não paga pensão, padrasto preconceituoso kkkkk
negativo|Como seu corpo reage a crise de ansiedade? Geralmente eu choro sem parar, fico com falta de ar e ataca dms o meu estômago, chegando ao ponto de vomitar sem parar.
negativo|Quase morri, me deu falta de ar. Citar Tweet ian @zjmgreys  · 12 de mai meu deus q merda foi essa q acabei de assistir??
negativo|Mais um dia com falta de ar, sem saber cê é corona ou bronquite asmática
negativo|Essa máscara me da uma falta de ar cbls kk
negativo|[13/05/2020 11:18:42] TiaCris  : Se cuida em  [13/05/2020 11:18:54] Luana Borges: Você tb tia  [13/05/2020 11:18:55] Luana Borges: Sdd  [13/05/2020 11:19:20] TiaCris  :  nem fala ,estou com muitas saudades  corona se saia do meu Brasil pra eu visitar minha tia preferida
negativo|não estou conseguindo respirar pq estou com corona ou estou apenas ansiosa? não sei
negativo|eu com falta de ar porem tenho asma e não sei se é asma, falta de exercício físico ou corona KKKKK  Citar Tweet myllena dalla @stwrtdalla  · 13 h dor no peito não sei se é gases ansiedade corona estresse início de um ataque cardíaco sei lá tá foda
negativo|acordei c mt falta de ar 5h40 da manhã por causa da rinite, meu piercing caiu por causa que fiquei espirrando e passando a toalhinha tô c a cara mt inchada
negativo|eu com falta de ar porem tenho asma e não sei se é asma, falta de exercício físico ou corona KKKKK  Citar Tweet myllena dalla @stwrtdalla  · 15 h dor no peito não sei se é gases ansiedade corona estresse início de um ataque cardíaco sei lá tá foda
negativo|estou com vontade de ir pro beto carrero td ano a gente vai e esse ano n vamos poder ir por causa do covid humor triste vou ver vlog no beto
negativo|eu estourei na mão e foi como uma passagem só de ida pro além pois doeu TANTO que eu gritei tanto que minha garganta doeu o resto do dia aí né ok dor no cisto e dor na garganta
negativo|Sabe quando você dorme pensando e acorda pensando?  Então, estou assim com o corona vaírus.
negativo|Muito ruim quando vc não sabe se sua coriza é a rinite ou corona
negativo|Vou morrer sufocada usando essa máscara pqqqqq, se eu n morrer pelo corona é pela falta de ar pqp
negativo|Passar a noite toda com dor de cabeça e febre emocional é uma merda
negativo|fui almoçar e não tava com fome, acho que ti com febre kkk
negativo|Wat é uma ótima pessoa, mas também é um otário, o Tine claramente desde sempre é inseguro, tá claramente com febre emocional, e o Wat simplesmente não percebe nem faz nada pra cuidar dele e aliviar as preocupações desnecessárias, que insensível meu deus #คั่นกูEP
negativo|eu já acordo com falta de ar
negativo|Esses últimos dois dias estão sendo muito difíceis pra mim, o cansaço está muito pesado, eu acabei dando mastite no meu peito esquerdo, tendo assim que tomar anti-inflamatório e dipirona por conta da febre. O baby demorando muito pra dormir e o tempo todo no peito.
negativo|Incrível como passou rápido a febre de defender um negócio que não servia pra nada mesmo
negativo|Essa porra de hipóxia/pneumonia silenciosa vai tomar no cu visse. Só de ouvir falar disso dá falta de ar
negativo|"eu odeio esse meme de   ""nossa finalmente acordei sem essa tosse  personagem aleatório: bom dia dorminhoca""   ????? eu não entendi nada"
